student_id,subject,marks,cgpa
1024,History,100,2.04
1025,Math,67,3.94
1025,English,57,3.94
1025,Science,81,3.94
1025,History,84,3.94
1026,Math,82,3.94
1026,English,50,3.94
1026,Science,78,3.94
1026,History,93,3.94
1027,Math,86,3.31
1027,English,51,3.31
1027,Science,80,3.31
1027,History,77,3.31
1028,Math,53,2.46
1028,English,58,2.46
1028,Science,78,2.46
1028,History,60,2.46
1029,Math,79,2.15
1029,English,66,2.15
1029,Science,54,2.15
1029,History,77,2.15
1030,Math,83,2.47
1030,English,50,2.47
1030,Science,90,2.47
1030,History,70,2.47
1031,Math,57,3.38
1031,English,60,3.38
1031,Science,74,3.38
1031,History,97,3.38
1032,Math,52,2.91
1032,English,79,2.91
1032,Science,69,2.91
1032,History,63,2.91
1033,Math,93,2.3
1033,English,83,2.3
1033,Science,95,2.3
1033,History,66,2.3
1034,Math,94,3.82
1034,English,99,3.82
1034,Science,97,3.82
1034,History,77,3.82
1035,Math,84,3.7
1035,English,66,3.7
1035,Science,69,3.7
1035,History,76,3.7
1036,Math,96,3.7
1036,English,58,3.7
1036,Science,78,3.7
1036,History,95,3.7
1037,Math,69,3.07
1037,English,89,3.07
1037,Science,83,3.07
1037,History,94,3.07
1038,Math,50,3.81
1038,English,99,3.81
1038,Science,81,3.81
1038,History,98,3.81
1039,Math,81,3.16
1039,English,94,3.16
1039,Science,68,3.16
1039,History,51,3.16
1040,Math,51,3.24
1040,English,64,3.24
1040,Science,67,3.24
1040,History,65,3.24
1041,Math,99,3.0
1041,English,98,3.0
1041,Science,64,3.0
1041,History,78,3.0
1042,Math,88,2.34
1042,English,52,2.34
1042,Science,81,2.34
1042,History,94,2.34
1043,Math,70,2.9
1043,English,77,2.9
1043,Science,61,2.9
1043,History,88,2.9
1044,Math,52,3.55
1044,English,83,3.55
1044,Science,64,3.55
1044,History,94,3.55
1045,Math,62,2.45
1045,English,98,2.45
1045,Science,65,2.45
1045,History,50,2.45
1046,Math,52,2.53
1046,English,98,2.53
1046,Science,84,2.53
1046,History,76,2.53
1047,Math,80,3.33
1047,English,76,3.33
1047,Science,97,3.33
1047,History,54,3.33
1048,Math,73,2.59
1048,English,71,2.59
1048,Science,75,2.59
1048,History,84,2.59
1049,Math,76,3.81
1049,English,51,3.81
1049,Science,98,3.81
1049,History,96,3.81
1050,Math,81,2.35
1050,English,89,2.35
1050,Science,76,2.35
1050,History,52,2.35
1051,Math,80,3.28
1051,English,80,3.28
1051,Science,68,3.28
1051,History,98,3.28
1052,Math,69,3.61
1052,English,92,3.61
1052,Science,79,3.61
1052,History,55,3.61
1053,Math,67,3.32
1053,English,72,3.32
1053,Science,65,3.32
1053,History,99,3.32
1054,Math,76,2.09
1054,English,50,2.09
1054,Science,83,2.09
1054,History,96,2.09
1055,Math,79,2.65
1055,English,100,2.65
1055,Science,51,2.65
1055,History,90,2.65
1056,Math,67,2.71
1056,English,93,2.71
1056,Science,67,2.71
1056,History,93,2.71
1057,Math,54,3.94
1057,English,50,3.94
1057,Science,85,3.94
1057,History,93,3.94
1058,Math,87,2.42
1058,English,90,2.42
1058,Science,51,2.42
1058,History,96,2.42
1059,Math,64,2.39
1059,English,62,2.39
1059,Science,84,2.39
1059,History,77,2.39
1060,Math,65,3.34
1060,English,86,3.34
1060,Science,54,3.34
1060,History,84,3.34
1061,Math,93,3.17
1061,English,54,3.17
1061,Science,63,3.17
1061,History,65,3.17
1062,Math,62,2.7
1062,English,62,2.7
1062,Science,68,2.7
1062,History,58,2.7
1063,Math,72,3.87
1063,English,79,3.87
1063,Science,66,3.87
1063,History,52,3.87
1064,Math,90,3.46
1064,English,77,3.46
1064,Science,80,3.46
1064,History,52,3.46
1065,Math,89,2.94
1065,English,51,2.94
1065,Science,76,2.94
1065,History,89,2.94
1066,Math,85,3.12
1066,English,94,3.12
1066,Science,96,3.12
1066,History,63,3.12
1067,Math,68,2.6
1067,English,88,2.6
1067,Science,72,2.6
1067,History,55,2.6
1068,Math,54,3.5
1068,English,91,3.5
1068,Science,70,3.5
1068,History,55,3.5
1069,Math,64,2.18
1069,English,92,2.18
1069,Science,66,2.18
1069,History,90,2.18
1070,Math,75,2.11
1070,English,72,2.11
1070,Science,59,2.11
1070,History,91,2.11
1071,Math,66,3.58
1071,English,56,3.58
1071,Science,69,3.58
1071,History,66,3.58
1072,Math,51,2.16
1072,English,66,2.16
1072,Science,100,2.16
1072,History,65,2.16
1073,Math,81,2.85
1073,English,89,2.85
1073,Science,62,2.85
1073,History,61,2.85
1074,Math,55,3.19
1074,English,75,3.19
1074,Science,66,3.19
1074,History,51,3.19
1075,Math,60,3.72
1075,English,55,3.72
1075,Science,75,3.72
1075,History,54,3.72
1076,Math,90,2.52
1076,English,80,2.52
1076,Science,54,2.52
1076,History,83,2.52
1077,Math,64,2.98
1077,English,88,2.98
1077,Science,60,2.98
1077,History,57,2.98
1078,Math,55,3.57
1078,English,61,3.57
1078,Science,71,3.57
1078,History,87,3.57
1079,Math,56,3.84
1079,English,58,3.84
1079,Science,100,3.84
1079,History,69,3.84
1080,Math,89,2.84
1080,English,75,2.84
1080,Science,93,2.84
1080,History,54,2.84
1081,Math,51,3.12
1081,English,55,3.12
1081,Science,97,3.12
1081,History,89,3.12
1082,Math,64,2.69
1082,English,89,2.69
1082,Science,77,2.69
1082,History,66,2.69
1083,Math,79,3.87
1083,English,76,3.87
1083,Science,99,3.87
1083,History,74,3.87
1084,Math,63,3.18
1084,English,65,3.18
1084,Science,85,3.18
1084,History,61,3.18
1085,Math,77,3.9
1085,English,82,3.9
1085,Science,56,3.9
1085,History,53,3.9
1086,Math,87,2.51
1086,English,51,2.51
1086,Science,79,2.51
1086,History,67,2.51
1087,Math,92,2.48
1087,English,91,2.48
1087,Science,96,2.48
1087,History,55,2.48
1088,Math,91,3.69
1088,English,94,3.69
1088,Science,67,3.69
1088,History,84,3.69
1089,Math,91,3.56
1089,English,55,3.56
1089,Science,63,3.56
1089,History,89,3.56
1090,Math,64,3.44
1090,English,67,3.44
1090,Science,53,3.44
1090,History,55,3.44
1091,Math,69,2.94
1091,English,59,2.94
1091,Science,50,2.94
1091,History,69,2.94
1092,Math,87,2.08
1092,English,90,2.08
1092,Science,72,2.08
1092,History,79,2.08
1093,Math,73,3.85
1093,English,97,3.85
1093,Science,83,3.85
1093,History,57,3.85
1094,Math,95,3.09
1094,English,67,3.09
1094,Science,73,3.09
1094,History,90,3.09
1095,Math,62,2.18
1095,English,70,2.18
1095,Science,97,2.18
1095,History,73,2.18
1096,Math,52,2.37
1096,English,81,2.37
1096,Science,78,2.37
1096,History,77,2.37
1097,Math,55,2.91
1097,English,68,2.91
1097,Science,60,2.91
1097,History,54,2.91
1098,Math,52,2.79
1098,English,95,2.79
1098,Science,85,2.79
1098,History,69,2.79
1099,Math,82,3.55
1099,English,62,3.55
1099,Science,95,3.55
1099,History,76,3.55
1100,Math,51,2.12
1100,English,91,2.12
1100,Science,91,2.12
1100,History,60,2.12
1101,Math,93,3.94
1101,English,50,3.94
1101,Science,58,3.94
1101,History,70,3.94
1102,Math,54,2.82
1102,English,67,2.82
1102,Science,96,2.82
1102,History,89,2.82
1103,Math,58,2.55
1103,English,80,2.55
1103,Science,56,2.55
1103,History,92,2.55
1104,Math,93,2.91
1104,English,75,2.91
1104,Science,64,2.91
1104,History,63,2.91
1105,Math,69,3.75
1105,English,74,3.75
1105,Science,71,3.75
1105,History,90,3.75
1106,Math,78,3.45
1106,English,56,3.45
1106,Science,57,3.45
1106,History,81,3.45
1107,Math,53,2.53
1107,English,79,2.53
1107,Science,81,2.53
1107,History,100,2.53
1108,Math,95,2.63
1108,English,82,2.63
1108,Science,88,2.63
1108,History,58,2.63
1109,Math,72,3.92
1109,English,95,3.92
1109,Science,80,3.92
1109,History,61,3.92
1110,Math,90,2.99
1110,English,93,2.99
1110,Science,53,2.99
1110,History,96,2.99
1111,Math,81,3.81
1111,English,90,3.81
1111,Science,84,3.81
1111,History,76,3.81
1112,Math,66,2.27
1112,English,99,2.27
1112,Science,58,2.27
1112,History,70,2.27
1113,Math,98,3.78
1113,English,79,3.78
1113,Science,52,3.78
1113,History,81,3.78
1114,Math,71,3.3
1114,English,64,3.3
1114,Science,87,3.3
1114,History,55,3.3
1115,Math,72,2.57
1115,English,80,2.57
1115,Science,64,2.57
1115,History,59,2.57
1116,Math,63,3.48
1116,English,63,3.48
1116,Science,79,3.48
1116,History,54,3.48
1117,Math,55,2.79
1117,English,55,2.79
1117,Science,70,2.79
1117,History,94,2.79
1118,Math,53,2.82
1118,English,66,2.82
1118,Science,93,2.82
1118,History,97,2.82
1119,Math,63,2.68
1119,English,93,2.68
1119,Science,64,2.68
1119,History,67,2.68
1120,Math,95,2.85
1120,English,100,2.85
1120,Science,53,2.85
1120,History,66,2.85
1121,Math,64,2.94
1121,English,99,2.94
1121,Science,88,2.94
1121,History,74,2.94
1122,Math,51,2.01
1122,English,55,2.01
1122,Science,59,2.01
1122,History,92,2.01
1123,Math,92,2.25
1123,English,73,2.25
1123,Science,89,2.25
1123,History,83,2.25
1124,Math,54,3.74
1124,English,88,3.74
1124,Science,58,3.74
1124,History,54,3.74
1125,Math,75,3.74
1125,English,90,3.74
1125,Science,50,3.74
1125,History,99,3.74
1126,Math,64,2.49
1126,English,80,2.49
1126,Science,75,2.49
1126,History,67,2.49
1127,Math,55,2.42
1127,English,63,2.42
1127,Science,55,2.42
1127,History,56,2.42
1128,Math,91,3.06
1128,English,93,3.06
1128,Science,100,3.06
1128,History,88,3.06
1129,Math,96,2.51
1129,English,65,2.51
1129,Science,90,2.51
1129,History,86,2.51
1130,Math,72,3.23
1130,English,68,3.23
1130,Science,84,3.23
1130,History,67,3.23
1131,Math,91,2.51
1131,English,60,2.51
1131,Science,63,2.51
1131,History,58,2.51
1132,Math,80,3.84
1132,English,53,3.84
1132,Science,94,3.84
1132,History,77,3.84
1133,Math,56,2.22
1133,English,79,2.22
1133,Science,57,2.22
1133,History,81,2.22
1134,Math,51,2.65
1134,English,84,2.65
1134,Science,61,2.65
1134,History,75,2.65
1135,Math,97,2.18
1135,English,71,2.18
1135,Science,61,2.18
1135,History,62,2.18
1136,Math,88,3.23
1136,English,63,3.23
1136,Science,62,3.23
1136,History,82,3.23
1137,Math,87,2.62
1137,English,91,2.62
1137,Science,71,2.62
1137,History,89,2.62
1138,Math,72,2.61
1138,English,77,2.61
1138,Science,79,2.61
1138,History,94,2.61
1139,Math,84,3.52
1139,English,53,3.52
1139,Science,75,3.52
1139,History,61,3.52
1140,Math,53,3.25
1140,English,54,3.25
1140,Science,100,3.25
1140,History,99,3.25
1141,Math,71,3.45
1141,English,81,3.45
1141,Science,81,3.45
1141,History,82,3.45
1142,Math,96,3.41
1142,English,100,3.41
1142,Science,57,3.41
1142,History,94,3.41
1143,Math,87,3.52
1143,English,63,3.52
1143,Science,92,3.52
1143,History,74,3.52
1144,Math,53,3.02
1144,English,81,3.02
1144,Science,53,3.02
1144,History,73,3.02
1145,Math,64,2.58
1145,English,60,2.58
1145,Science,75,2.58
1145,History,69,2.58
1146,Math,87,3.79
1146,English,65,3.79
1146,Science,76,3.79
1146,History,96,3.79
1147,Math,76,2.59
1147,English,54,2.59
1147,Science,81,2.59
1147,History,78,2.59
1148,Math,66,3.83
1148,English,95,3.83
1148,Science,84,3.83
1148,History,81,3.83
1149,Math,64,2.83
1149,English,84,2.83
1149,Science,75,2.83
1149,History,94,2.83
1150,Math,58,2.3
1150,English,60,2.3
1150,Science,51,2.3
1150,History,67,2.3
1151,Math,51,3.37
1151,English,51,3.37
1151,Science,82,3.37
1151,History,74,3.37
1152,Math,53,2.14
1152,English,82,2.14
1152,Science,57,2.14
1152,History,100,2.14
1153,Math,79,3.0
1153,English,76,3.0
1153,Science,75,3.0
1153,History,66,3.0
1154,Math,83,3.84
1154,English,50,3.84
1154,Science,66,3.84
1154,History,62,3.84
1155,Math,51,2.98
1155,English,100,2.98
1155,Science,98,2.98
1155,History,78,2.98
1156,Math,83,3.03
1156,English,80,3.03
1156,Science,85,3.03
1156,History,73,3.03
1157,Math,93,3.65
1157,English,87,3.65
1157,Science,79,3.65
1157,History,67,3.65
1158,Math,96,3.74
1158,English,82,3.74
1158,Science,59,3.74
1158,History,99,3.74
1159,Math,77,2.59
1159,English,78,2.59
1159,Science,54,2.59
1159,History,55,2.59
1160,Math,90,3.11
1160,English,58,3.11
1160,Science,62,3.11
1160,History,91,3.11
1161,Math,98,3.46
1161,English,90,3.46
1161,Science,70,3.46
1161,History,76,3.46
1162,Math,95,3.5
1162,English,97,3.5
1162,Science,90,3.5
1162,History,68,3.5
1163,Math,76,3.83
1163,English,79,3.83
1163,Science,50,3.83
1163,History,95,3.83
1164,Math,85,3.76
1164,English,82,3.76
1164,Science,52,3.76
1164,History,92,3.76
1165,Math,61,2.45
1165,English,56,2.45
1165,Science,61,2.45
1165,History,84,2.45
1166,Math,96,2.89
1166,English,100,2.89
1166,Science,76,2.89
1166,History,76,2.89
1167,Math,82,2.58
1167,English,63,2.58
1167,Science,100,2.58
1167,History,86,2.58
1168,Math,55,2.25
1168,English,66,2.25
1168,Science,94,2.25
1168,History,85,2.25
1169,Math,55,2.23
1169,English,55,2.23
1169,Science,96,2.23
1169,History,91,2.23
1170,Math,75,2.82
1170,English,93,2.82
1170,Science,91,2.82
1170,History,79,2.82
1171,Math,92,3.9
1171,English,67,3.9
1171,Science,70,3.9
1171,History,58,3.9
1172,Math,86,3.52
1172,English,80,3.52
1172,Science,94,3.52
1172,History,79,3.52
1173,Math,82,2.4
1173,English,87,2.4
1173,Science,96,2.4
1173,History,54,2.4
1174,Math,61,2.06
1174,English,73,2.06
1174,Science,56,2.06
1174,History,56,2.06
1175,Math,66,3.67
1175,English,96,3.67
1175,Science,77,3.67
1175,History,76,3.67
1176,Math,80,2.78
1176,English,76,2.78
1176,Science,67,2.78
1176,History,52,2.78
1177,Math,54,3.23
1177,English,64,3.23
1177,Science,75,3.23
1177,History,54,3.23
1178,Math,99,2.37
1178,English,91,2.37
1178,Science,97,2.37
1178,History,94,2.37
1179,Math,59,3.01
1179,English,99,3.01
1179,Science,91,3.01
1179,History,80,3.01
1180,Math,89,2.09
1180,English,79,2.09
1180,Science,62,2.09
1180,History,55,2.09
1181,Math,85,2.19
1181,English,88,2.19
1181,Science,98,2.19
1181,History,96,2.19
1182,Math,78,2.87
1182,English,62,2.87
1182,Science,98,2.87
1182,History,82,2.87
1183,Math,66,3.53
1183,English,74,3.53
1183,Science,74,3.53
1183,History,98,3.53
1184,Math,65,2.26
1184,English,50,2.26
1184,Science,98,2.26
1184,History,54,2.26
1185,Math,89,2.1
1185,English,53,2.1
1185,Science,69,2.1
1185,History,60,2.1
1186,Math,59,2.95
1186,English,95,2.95
1186,Science,58,2.95
1186,History,76,2.95
1187,Math,96,3.09
1187,English,54,3.09
1187,Science,85,3.09
1187,History,61,3.09
1188,Math,87,3.34
1188,English,75,3.34
1188,Science,71,3.34
1188,History,58,3.34
1189,Math,58,3.44
1189,English,61,3.44
1189,Science,85,3.44
1189,History,50,3.44
1190,Math,59,3.1
1190,English,70,3.1
1190,Science,58,3.1
1190,History,81,3.1
1191,Math,80,2.79
1191,English,91,2.79
1191,Science,56,2.79
1191,History,88,2.79
1192,Math,71,2.39
1192,English,73,2.39
1192,Science,86,2.39
1192,History,82,2.39
1193,Math,62,2.19
1193,English,91,2.19
1193,Science,73,2.19
1193,History,99,2.19
1194,Math,71,2.79
1194,English,60,2.79
1194,Science,57,2.79
1194,History,78,2.79
1195,Math,62,3.42
1195,English,83,3.42
1195,Science,86,3.42
1195,History,87,3.42
1196,Math,88,2.71
1196,English,72,2.71
1196,Science,58,2.71
1196,History,99,2.71
1197,Math,78,2.28
1197,English,54,2.28
1197,Science,57,2.28
1197,History,70,2.28
1198,Math,56,2.6
1198,English,70,2.6
1198,Science,92,2.6
1198,History,96,2.6
1199,Math,81,2.09
1199,English,75,2.09
1199,Science,78,2.09
1199,History,60,2.09
1200,Math,73,3.62
1200,English,71,3.62
1200,Science,57,3.62
1200,History,95,3.62
1201,Math,98,2.37
1201,English,92,2.37
1201,Science,93,2.37
1201,History,52,2.37
1202,Math,76,2.27
1202,English,96,2.27
1202,Science,67,2.27
1202,History,78,2.27
1203,Math,81,2.84
1203,English,59,2.84
1203,Science,97,2.84
1203,History,76,2.84
1204,Math,88,3.26
1204,English,92,3.26
1204,Science,61,3.26
1204,History,51,3.26
1205,Math,89,2.45
1205,English,70,2.45
1205,Science,98,2.45
1205,History,78,2.45
1206,Math,78,3.68
1206,English,84,3.68
1206,Science,93,3.68
1206,History,96,3.68
1207,Math,50,3.25
1207,English,90,3.25
1207,Science,62,3.25
1207,History,99,3.25
1208,Math,65,2.71
1208,English,54,2.71
1208,Science,54,2.71
1208,History,76,2.71
1209,Math,85,2.83
1209,English,92,2.83
1209,Science,97,2.83
1209,History,93,2.83
1210,Math,69,2.47
1210,English,57,2.47
1210,Science,85,2.47
1210,History,83,2.47
1211,Math,100,2.8
1211,English,86,2.8
1211,Science,66,2.8
1211,History,90,2.8
1212,Math,90,3.46
1212,English,83,3.46
1212,Science,92,3.46
1212,History,71,3.46
1213,Math,80,2.37
1213,English,50,2.37
1213,Science,62,2.37
1213,History,63,2.37
1214,Math,55,3.3
1214,English,74,3.3
1214,Science,81,3.3
1214,History,83,3.3
1215,Math,57,2.61
1215,English,92,2.61
1215,Science,82,2.61
1215,History,100,2.61
1216,Math,68,2.19
1216,English,100,2.19
1216,Science,93,2.19
1216,History,83,2.19
1217,Math,61,3.44
1217,English,93,3.44
1217,Science,87,3.44
1217,History,95,3.44
1218,Math,86,3.41
1218,English,63,3.41
1218,Science,83,3.41
1218,History,52,3.41
1219,Math,88,3.1
1219,English,50,3.1
1219,Science,70,3.1
1219,History,68,3.1
1220,Math,69,2.29
1220,English,87,2.29
1220,Science,82,2.29
1220,History,79,2.29
1221,Math,64,2.35
1221,English,58,2.35
1221,Science,66,2.35
1221,History,87,2.35
1222,Math,81,3.53
1222,English,87,3.53
1222,Science,93,3.53
1222,History,99,3.53
1223,Math,67,3.92
1223,English,99,3.92
1223,Science,53,3.92
1223,History,77,3.92
1224,Math,80,3.7
1224,English,75,3.7
1224,Science,64,3.7
1224,History,59,3.7
1225,Math,75,3.31
1225,English,50,3.31
1225,Science,85,3.31
1225,History,52,3.31
1226,Math,78,2.55
1226,English,77,2.55
1226,Science,53,2.55
1226,History,96,2.55
1227,Math,58,3.41
1227,English,64,3.41
1227,Science,83,3.41
1227,History,65,3.41
1228,Math,95,3.28
1228,English,63,3.28
1228,Science,67,3.28
1228,History,90,3.28
1229,Math,82,2.39
1229,English,66,2.39
1229,Science,76,2.39
1229,History,77,2.39
1230,Math,85,2.99
1230,English,71,2.99
1230,Science,88,2.99
1230,History,78,2.99
1231,Math,84,3.35
1231,English,58,3.35
1231,Science,89,3.35
1231,History,70,3.35
1232,Math,95,2.66
1232,English,96,2.66
1232,Science,83,2.66
1232,History,88,2.66
1233,Math,58,2.71
1233,English,53,2.71
1233,Science,77,2.71
1233,History,92,2.71
1234,Math,73,3.95
1234,English,87,3.95
1234,Science,55,3.95
1234,History,52,3.95
1235,Math,90,2.41
1235,English,100,2.41
1235,Science,58,2.41
1235,History,69,2.41
1236,Math,73,2.67
1236,English,71,2.67
1236,Science,91,2.67
1236,History,80,2.67
1237,Math,72,3.46
1237,English,94,3.46
1237,Science,50,3.46
1237,History,73,3.46
1238,Math,62,2.28
1238,English,96,2.28
1238,Science,68,2.28
1238,History,91,2.28
1239,Math,85,3.77
1239,English,76,3.77
1239,Science,50,3.77
1239,History,53,3.77
1240,Math,80,3.93
1240,English,76,3.93
1240,Science,84,3.93
1240,History,66,3.93
1241,Math,72,2.03
1241,English,66,2.03
1241,Science,65,2.03
1241,History,59,2.03
1242,Math,75,2.11
1242,English,97,2.11
1242,Science,97,2.11
1242,History,84,2.11
1243,Math,84,3.7
1243,English,87,3.7
1243,Science,69,3.7
1243,History,89,3.7
1244,Math,50,3.67
1244,English,87,3.67
1244,Science,92,3.67
1244,History,100,3.67
1245,Math,52,3.68
1245,English,72,3.68
1245,Science,72,3.68
1245,History,68,3.68
1246,Math,97,3.55
1246,English,99,3.55
1246,Science,84,3.55
1246,History,54,3.55
1247,Math,50,2.63
1247,English,79,2.63
1247,Science,60,2.63
1247,History,70,2.63
1248,Math,56,2.53
1248,English,81,2.53
1248,Science,75,2.53
1248,History,90,2.53
1249,Math,74,3.7
1249,English,73,3.7
1249,Science,81,3.7
1249,History,99,3.7
1250,Math,85,2.73
1250,English,96,2.73
1250,Science,98,2.73
1250,History,69,2.73
1251,Math,62,3.52
1251,English,77,3.52
1251,Science,64,3.52
1251,History,71,3.52
1252,Math,80,2.65
1252,English,53,2.65
1252,Science,56,2.65
1252,History,70,2.65
1253,Math,84,3.98
1253,English,54,3.98
1253,Science,64,3.98
1253,History,53,3.98
1254,Math,57,3.41
1254,English,60,3.41
1254,Science,62,3.41
1254,History,89,3.41
1255,Math,90,3.47
1255,English,91,3.47
1255,Science,58,3.47
1255,History,100,3.47
1256,Math,52,3.3
1256,English,89,3.3
1256,Science,80,3.3
1256,History,91,3.3
1257,Math,63,2.32
1257,English,90,2.32
1257,Science,63,2.32
1257,History,100,2.32
1258,Math,98,3.55
1258,English,88,3.55
1258,Science,92,3.55
1258,History,74,3.55
1259,Math,79,3.1
1259,English,54,3.1
1259,Science,85,3.1
1259,History,62,3.1
1260,Math,96,3.0
1260,English,90,3.0
1260,Science,86,3.0
1260,History,64,3.0
1261,Math,84,2.36
1261,English,69,2.36
1261,Science,79,2.36
1261,History,52,2.36
1262,Math,82,2.67
1262,English,99,2.67
1262,Science,95,2.67
1262,History,85,2.67
1263,Math,79,2.04
1263,English,65,2.04
1263,Science,81,2.04
1263,History,68,2.04
1264,Math,66,2.57
1264,English,75,2.57
1264,Science,66,2.57
1264,History,100,2.57
1265,Math,85,3.67
1265,English,85,3.67
1265,Science,99,3.67
1265,History,65,3.67
1266,Math,86,3.01
1266,English,56,3.01
1266,Science,74,3.01
1266,History,61,3.01
1267,Math,65,2.21
1267,English,78,2.21
1267,Science,90,2.21
1267,History,84,2.21
1268,Math,53,3.06
1268,English,83,3.06
1268,Science,60,3.06
1268,History,69,3.06
1269,Math,87,2.25
1269,English,77,2.25
1269,Science,83,2.25
1269,History,93,2.25
1270,Math,79,2.59
1270,English,95,2.59
1270,Science,92,2.59
1270,History,84,2.59
1271,Math,57,3.31
1271,English,90,3.31
1271,Science,75,3.31
1271,History,62,3.31
1272,Math,66,2.26
1272,English,68,2.26
1272,Science,76,2.26
1272,History,94,2.26
1273,Math,92,2.39
1273,English,90,2.39
1273,Science,50,2.39
1273,History,55,2.39
1274,Math,51,2.01
1274,English,59,2.01
1274,Science,60,2.01
1274,History,97,2.01
1275,Math,54,2.34
1275,English,69,2.34
1275,Science,50,2.34
1275,History,83,2.34
1276,Math,78,3.4
1276,English,99,3.4
1276,Science,56,3.4
1276,History,77,3.4
1277,Math,75,3.02
1277,English,61,3.02
1277,Science,82,3.02
1277,History,91,3.02
1278,Math,71,2.96
1278,English,73,2.96
1278,Science,89,2.96
1278,History,54,2.96
1279,Math,83,3.82
1279,English,57,3.82
1279,Science,60,3.82
1279,History,50,3.82
1280,Math,76,2.13
1280,English,89,2.13
1280,Science,61,2.13
1280,History,69,2.13
1281,Math,72,3.36
1281,English,55,3.36
1281,Science,53,3.36
1281,History,85,3.36
1282,Math,98,2.29
1282,English,63,2.29
1282,Science,100,2.29
1282,History,65,2.29
1283,Math,61,2.63
1283,English,57,2.63
1283,Science,89,2.63
1283,History,72,2.63
1284,Math,69,3.21
1284,English,55,3.21
1284,Science,62,3.21
1284,History,76,3.21
1285,Math,75,3.58
1285,English,97,3.58
1285,Science,87,3.58
1285,History,62,3.58
1286,Math,55,3.88
1286,English,52,3.88
1286,Science,81,3.88
1286,History,89,3.88
1287,Math,94,2.34
1287,English,58,2.34
1287,Science,69,2.34
1287,History,60,2.34
1288,Math,66,3.57
1288,English,94,3.57
1288,Science,57,3.57
1288,History,80,3.57
1289,Math,85,3.08
1289,English,80,3.08
1289,Science,98,3.08
1289,History,60,3.08
1290,Math,95,2.63
1290,English,92,2.63
1290,Science,90,2.63
1290,History,96,2.63
1291,Math,85,3.27
1291,English,100,3.27
1291,Science,97,3.27
1291,History,88,3.27
1292,Math,93,2.78
1292,English,83,2.78
1292,Science,54,2.78
1292,History,64,2.78
1293,Math,96,3.81
1293,English,78,3.81
1293,Science,59,3.81
1293,History,75,3.81
1294,Math,87,3.58
1294,English,91,3.58
1294,Science,52,3.58
1294,History,77,3.58
1295,Math,59,2.43
1295,English,65,2.43
1295,Science,58,2.43
1295,History,83,2.43
1296,Math,62,2.54
1296,English,97,2.54
1296,Science,88,2.54
1296,History,73,2.54
1297,Math,65,2.41
1297,English,52,2.41
1297,Science,73,2.41
1297,History,57,2.41
1298,Math,84,2.11
1298,English,94,2.11
1298,Science,94,2.11
1298,History,75,2.11
1299,Math,91,2.05
1299,English,70,2.05
1299,Science,99,2.05
1299,History,86,2.05
1300,Math,97,2.5
1300,English,74,2.5
1300,Science,55,2.5
1300,History,78,2.5
1301,Math,89,2.91
1301,English,100,2.91
1301,Science,55,2.91
1301,History,51,2.91
1302,Math,67,2.86
1302,English,84,2.86
1302,Science,74,2.86
1302,History,68,2.86
1303,Math,88,3.07
1303,English,92,3.07
1303,Science,53,3.07
1303,History,82,3.07
1304,Math,61,3.58
1304,English,90,3.58
1304,Science,94,3.58
1304,History,100,3.58
1305,Math,72,2.02
1305,English,81,2.02
1305,Science,60,2.02
1305,History,52,2.02
1306,Math,62,3.42
1306,English,80,3.42
1306,Science,90,3.42
1306,History,90,3.42
1307,Math,97,2.86
1307,English,75,2.86
1307,Science,96,2.86
1307,History,53,2.86
1308,Math,50,2.51
1308,English,91,2.51
1308,Science,88,2.51
1308,History,91,2.51
1309,Math,76,3.47
1309,English,76,3.47
1309,Science,80,3.47
1309,History,81,3.47
1310,Math,81,2.25
1310,English,71,2.25
1310,Science,71,2.25
1310,History,95,2.25
1311,Math,54,2.54
1311,English,90,2.54
1311,Science,97,2.54
1311,History,67,2.54
1312,Math,65,2.93
1312,English,53,2.93
1312,Science,73,2.93
1312,History,71,2.93
1313,Math,96,3.16
1313,English,81,3.16
1313,Science,90,3.16
1313,History,51,3.16
1314,Math,94,2.96
1314,English,66,2.96
1314,Science,97,2.96
1314,History,94,2.96
1315,Math,52,3.96
1315,English,57,3.96
1315,Science,89,3.96
1315,History,53,3.96
1316,Math,93,3.15
1316,English,69,3.15
1316,Science,57,3.15
1316,History,92,3.15
1317,Math,56,2.29
1317,English,68,2.29
1317,Science,66,2.29
1317,History,80,2.29
1318,Math,63,2.41
1318,English,87,2.41
1318,Science,83,2.41
1318,History,87,2.41
1319,Math,69,3.98
1319,English,90,3.98
1319,Science,70,3.98
1319,History,81,3.98
1320,Math,71,2.85
1320,English,62,2.85
1320,Science,69,2.85
1320,History,78,2.85
1321,Math,60,2.93
1321,English,56,2.93
1321,Science,100,2.93
1321,History,70,2.93
1322,Math,53,2.72
1322,English,53,2.72
1322,Science,81,2.72
1322,History,86,2.72
1323,Math,62,3.65
1323,English,76,3.65
1323,Science,51,3.65
1323,History,100,3.65
1324,Math,79,3.99
1324,English,86,3.99
1324,Science,51,3.99
1324,History,62,3.99
1325,Math,86,2.74
1325,English,71,2.74
1325,Science,60,2.74
1325,History,71,2.74
1326,Math,71,2.99
1326,English,63,2.99
1326,Science,89,2.99
1326,History,97,2.99
1327,Math,52,2.26
1327,English,79,2.26
1327,Science,52,2.26
1327,History,73,2.26
1328,Math,63,3.92
1328,English,58,3.92
1328,Science,64,3.92
